Generation,SelectedFeatures,n1,n2,n3,lr,dr,l2,alpha,Accuracy,TP,FP,FN,TN
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",140,70,41,0.004283,0.2775,0.003088,0.1438,0.8558,265,38,53,275
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",185,73,48,0.003145,0.2535,0.003248,0.2853,0.8637,267,35,51,278
3,"sex,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",147,69,50,0.002735,0.1553,0.008416,0.2018,0.8558,265,38,53,275
3,"sex,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",151,66,47,0.00774,0.2625,1e-06,0.0879,0.8637,265,33,53,280
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",151,66,47,0.00774,0.2625,0.003248,0.2853,0.87,277,41,41,272
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",185,73,48,0.003145,0.2535,0.008444,0.01,0.8653,267,34,51,279
3,"age,sex,cp,trestbps,chol,restecg,thalach,exang,oldpeak,slope,ca",146,123,41,0.007728,0.239,0.007863,0.0767,0.8526,257,32,61,281
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",167,92,45,0.002873,0.0967,0.001023,0.1379,0.8558,261,34,57,279
3,"age,cp,trestbps,chol,oldpeak,slope,ca",162,64,43,0.0027,0.1607,0.001437,0.2232,0.8526,256,31,62,282
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",143,85,64,0.005778,0.1999,1e-06,0.01,0.8558,260,33,58,280
3,"age,sex,cp,trestbps,chol,thalach,oldpeak,slope,ca",153,116,45,0.006304,0.2709,0.009241,0.1379,0.8574,263,35,55,278
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",167,92,45,0.002873,0.1269,0.001023,0.01,0.8621,263,32,55,281
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",167,92,45,0.002873,0.0967,0.006332,0.2181,0.8653,266,33,52,280
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",139,106,45,0.002873,0.0967,0.001023,0.1379,0.8542,261,35,57,278
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",167,92,45,0.002873,0.0967,0.001023,0.1379,0.8526,262,37,56,276
3,"age,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",167,92,45,0.002873,0.0967,0.001023,0.1379,0.859,260,31,58,282
3,"sex,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",167,92,45,0.002873,0.0967,0.009241,0.027,0.8494,259,36,59,277
3,"age,cp,trestbps,chol,thalach,oldpeak,slope,ca",153,116,45,0.006304,0.2709,0.001023,0.1379,0.8574,255,27,63,286
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",158,76,39,0.001815,0.2616,0.000474,0.01,0.851,258,34,60,279
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",158,76,40,0.001815,0.2616,0.000474,0.0198,0.8605,262,32,56,281
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",158,76,40,0.001815,0.2616,0.000474,0.0198,0.8637,263,31,55,282
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",158,76,40,0.001815,0.2616,0.000474,0.0198,0.859,261,32,57,281
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",128,86,37,0.007198,0.3617,0.004771,0.0283,0.8542,265,39,53,274
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",128,86,37,0.007198,0.3617,0.004771,0.0283,0.8558,262,35,56,278
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",185,73,48,0.003145,0.2535,0.003248,0.2853,0.859,265,36,53,277
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",190,84,56,0.001931,0.1624,0.000267,0.2181,0.8605,262,32,56,281
3,"age,sex,cp,trestbps,chol,fbs,restecg,thalach,exang,oldpeak,slope,ca",152,117,41,0.007728,0.239,0.007863,0.0767,0.8574,264,36,54,277
3,"age,sex,cp,trestbps,chol,restecg,thalach,exang,oldpeak,slope,ca",146,123,53,0.002782,0.0806,0.009757,0.2108,0.87,266,30,52,283
3,"age,sex,cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",134,87,40,0.004473,0.164,0.008533,0.0145,0.8637,267,35,51,278
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",150,122,38,0.00446,0.1837,0.006332,0.1989,0.8605,265,35,53,278
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",150,122,38,0.00446,0.1837,0.006332,0.1989,0.8605,266,36,52,277
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",151,66,47,0.00774,0.2625,0.008444,0.0879,0.8637,274,42,44,271
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",128,86,37,0.007198,0.3617,0.004771,0.0283,0.8685,276,41,42,272
3,"sex,cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",140,70,41,0.004283,0.2969,0.003088,0.2923,0.8685,269,34,49,279
3,"cp,trestbps,chol,restecg,thalach,oldpeak,slope,ca",128,86,37,0.007198,0.3617,0.004771,0.0283,0.8605,268,38,50,275
3,"cp,trestbps,chol,fbs,restecg,thalach,oldpeak,slope,ca",139,106,38,0.006748,0.1848,0.001365,0.2181,0.8574,265,37,53,276
