Generation,Individual,n1,n2,n3,lr,dr,l2,alpha,Accuracy,TP,FP,FN,TN
6,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.002998,0.153,0.7035,202,115,27,135
6,"[173, 71, 47, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,47,0.004414,0.2521,0.001024,0.0103,0.7265,201,103,28,147
6,"[173, 93, 42, 0.0010160172171795624, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,42,0.001016,0.2521,0.001024,0.0103,0.6451,217,158,12,92
6,"[107, 71, 46, 0.0021291623022691745, 0.1287341833369425, 0.005006819176310594, 0.15301347440248034]",107,71,46,0.002129,0.1287,0.005007,0.153,0.7891,200,72,29,178
6,"[107, 93, 42, 0.0021291623022691745, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.002129,0.1287,0.002998,0.153,0.7954,155,24,74,226
6,"[173, 71, 46, 0.0010160172171795624, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.001016,0.2521,0.001024,0.0103,0.7056,210,122,19,128
6,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.005006819176310594, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.005007,0.153,0.7453,189,82,40,168
6,"[102, 69, 47, 0.005456880108418689, 0.21637969562875858, 0.0055905474323612704, 0.17040576456807716]",102,69,47,0.005457,0.2164,0.005591,0.1704,0.7286,205,106,24,144
7,"[150, 135, 42, 0.0010160172171795624, 0.1443401319856867, 0.005006819176310594, 0.010294092227821202]",150,135,42,0.001016,0.1443,0.005007,0.0103,0.6722,216,144,13,106
7,"[107, 93, 42, 0.0021291623022691745, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.002129,0.1287,0.002998,0.153,0.7704,199,80,30,170
7,"[107, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.15301347440248034]",107,93,47,0.00102,0.293,0.002998,0.153,0.7808,151,27,78,223
7,"[104, 110, 47, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.27487266050362774]",104,110,47,0.002129,0.2342,0.007749,0.2749,0.7745,197,76,32,174
7,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.27487266050362774]",173,71,46,0.002129,0.2521,0.001024,0.2749,0.7808,179,55,50,195
7,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.002998,0.153,0.7933,168,38,61,212
7,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.005006819176310594, 0.010294092227821202]",150,135,42,0.001016,0.1287,0.005007,0.0103,0.7265,210,112,19,138
7,"[107, 93, 47, 0.001019749811010774, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",107,93,47,0.00102,0.2521,0.001024,0.153,0.7891,185,57,44,193
7,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7808,174,50,55,200
7,"[104, 110, 47, 0.0021291623022691745, 0.2355336711000567, 0.0038652613707627795, 0.27487266050362774]",104,110,47,0.002129,0.2355,0.003865,0.2749,0.737,208,105,21,145
7,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7724,189,69,40,181
7,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7871,180,53,49,197
7,"[104, 110, 47, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.27487266050362774]",104,110,47,0.002129,0.2342,0.007749,0.2749,0.7641,206,90,23,160
7,"[173, 71, 42, 0.0010160172171795624, 0.25205000315773524, 0.001830008647912201, 0.010294092227821202]",173,71,42,0.001016,0.2521,0.00183,0.0103,0.7933,174,44,55,206
7,"[107, 93, 47, 0.001019749811010774, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",107,93,47,0.00102,0.2521,0.001024,0.153,0.7265,207,109,22,141
7,"[107, 93, 42, 0.0021291623022691745, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.002129,0.1287,0.002998,0.153,0.785,192,66,37,184
7,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.27487266050362774]",173,71,46,0.002129,0.2521,0.001024,0.2749,0.7724,196,76,33,174
7,"[107, 71, 46, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.15301347440248034]",107,71,46,0.002129,0.2342,0.007749,0.153,0.7328,203,102,26,148
7,"[107, 110, 47, 0.0021291623022691745, 0.2355336711000567, 0.0038652613707627795, 0.27487266050362774]",107,110,47,0.002129,0.2355,0.003865,0.2749,0.7787,186,63,43,187
7,"[104, 71, 46, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.15301347440248034]",104,71,46,0.002129,0.2342,0.007749,0.153,0.7808,182,58,47,192
7,"[107, 110, 47, 0.004414139818276098, 0.25205000315773524, 0.005006819176310594, 0.15301347440248034]",107,110,47,0.004414,0.2521,0.005007,0.153,0.7411,201,96,28,154
7,"[104, 71, 46, 0.0021291623022691745, 0.1287341833369425, 0.01, 0.3]",104,71,46,0.002129,0.1287,0.01,0.3,0.5595,224,206,5,44
7,"[107, 71, 45, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",107,71,45,0.004414,0.2521,0.001024,0.0103,0.7578,191,78,38,172
7,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.01, 0.01]",173,71,46,0.002129,0.2521,0.01,0.01,0.714,204,112,25,138
7,"[107, 93, 42, 0.001019749811010774, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",107,93,42,0.00102,0.2521,0.001024,0.153,0.7787,162,39,67,211
7,"[107, 93, 47, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,47,0.001016,0.1287,0.002998,0.153,0.7015,216,130,13,120
7,"[173, 71, 46, 0.0010160172171795624, 0.25205000315773524, 0.01, 0.01]",173,71,46,0.001016,0.2521,0.01,0.01,0.7933,151,21,78,229
7,"[150, 135, 42, 0.0021291623022691745, 0.1287341833369425, 0.002997574347436742, 0.010294092227821202]",150,135,42,0.002129,0.1287,0.002998,0.0103,0.785,205,79,24,171
7,"[107, 93, 42, 0.0010160172171795624, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",107,93,42,0.001016,0.2521,0.001024,0.153,0.7912,184,55,45,195
7,"[173, 93, 46, 0.0021291623022691745, 0.1287341833369425, 0.002997574347436742, 0.010294092227821202]",173,93,46,0.002129,0.1287,0.002998,0.0103,0.6994,213,128,16,122
7,"[107, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",107,71,46,0.002129,0.2521,0.001024,0.153,0.7975,172,40,57,210
7,"[173, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.010294092227821202]",173,93,42,0.001016,0.1287,0.002998,0.0103,0.6868,214,135,15,115
7,"[150, 135, 42, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.010294092227821202]",150,135,42,0.002129,0.2342,0.007749,0.0103,0.7161,209,116,20,134
7,"[107, 71, 46, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,71,46,0.001016,0.1287,0.002998,0.153,0.7265,193,95,36,155
7,"[107, 93, 42, 0.01, 0.1287341833369425, 0.002997574347436742, 0.22767921529688412]",107,93,42,0.01,0.1287,0.002998,0.2277,0.7056,209,121,20,129
7,"[107, 71, 46, 0.0021291623022691745, 0.2342084288825935, 0.01, 0.145655981752868]",107,71,46,0.002129,0.2342,0.01,0.1457,0.7161,199,106,30,144
7,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7557,197,85,32,165
7,"[104, 110, 47, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.27487266050362774]",104,110,47,0.004414,0.2521,0.001024,0.2749,0.7704,181,62,48,188
7,"[173, 71, 46, 0.0010160172171795624, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.001016,0.2521,0.001024,0.0103,0.7724,151,31,78,219
7,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7286,209,110,20,140
7,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.005006819176310594, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.005007,0.153,0.7766,176,54,53,196
7,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.27487266050362774]",173,71,46,0.002129,0.2521,0.001024,0.2749,0.7035,206,119,23,131
7,"[107, 93, 47, 0.001019749811010774, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",107,93,47,0.00102,0.2521,0.001024,0.153,0.7662,184,67,45,183
7,"[107, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",107,71,46,0.004414,0.2521,0.001024,0.0103,0.7704,191,72,38,178
7,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7432,194,88,35,162
7,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7787,194,71,35,179
7,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7912,179,50,50,200
7,"[107, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",107,71,46,0.004414,0.2521,0.001024,0.0103,0.8121,184,45,45,205
7,"[173, 110, 47, 0.0021291623022691745, 0.25205000315773524, 0.01, 0.01]",173,110,47,0.002129,0.2521,0.01,0.01,0.7286,209,110,20,140
7,"[104, 71, 46, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.27487266050362774]",104,71,46,0.002129,0.2342,0.007749,0.2749,0.7349,206,104,23,146
8,"[150, 135, 42, 0.0010160172171795624, 0.1287341833369425, 0.005006819176310594, 0.010294092227821202]",150,135,42,0.001016,0.1287,0.005007,0.0103,0.7098,213,123,16,127
8,"[173, 71, 46, 0.0010160172171795624, 0.25205000315773524, 0.01, 0.01]",173,71,46,0.001016,0.2521,0.01,0.01,0.7077,206,117,23,133
8,"[107, 71, 42, 0.0010160172171795624, 0.25205000315773524, 0.001830008647912201, 0.010294092227821202]",107,71,42,0.001016,0.2521,0.00183,0.0103,0.6618,216,149,13,101
8,"[173, 93, 47, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.15301347440248034]",173,93,47,0.00102,0.293,0.002998,0.153,0.785,144,18,85,232
8,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7704,188,69,41,181
8,"[104, 110, 47, 0.0021291623022691745, 0.2355336711000567, 0.0038652613707627795, 0.27487266050362774]",104,110,47,0.002129,0.2355,0.003865,0.2749,0.785,195,69,34,181
8,"[107, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",107,93,46,0.002129,0.2521,0.001024,0.0103,0.7996,179,46,50,204
8,"[173, 71, 45, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,45,0.004414,0.2521,0.001024,0.0103,0.7933,185,55,44,195
8,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7996,178,45,51,205
8,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7766,183,61,46,189
8,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7161,208,115,21,135
8,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.8038,181,46,48,204
8,"[173, 93, 42, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,42,0.002129,0.2521,0.001024,0.0103,0.7975,174,42,55,208
8,"[107, 93, 46, 0.0021291623022691745, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,46,0.002129,0.1287,0.002998,0.153,0.7641,192,76,37,174
8,"[107, 93, 42, 0.0021291623022691745, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.002129,0.1287,0.002998,0.153,0.7766,189,67,40,183
8,"[107, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",107,71,46,0.002129,0.2521,0.001024,0.153,0.7662,197,80,32,170
8,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7745,204,83,25,167
8,"[107, 93, 42, 0.0021291623022691745, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.002129,0.1287,0.002998,0.153,0.7891,191,63,38,187
8,"[107, 71, 47, 0.0021291623022691745, 0.2355336711000567, 0.0038652613707627795, 0.27487266050362774]",107,71,47,0.002129,0.2355,0.003865,0.2749,0.7662,190,73,39,177
8,"[173, 110, 42, 0.0010160172171795624, 0.25205000315773524, 0.001830008647912201, 0.010294092227821202]",173,110,42,0.001016,0.2521,0.00183,0.0103,0.7203,212,117,17,133
8,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.762,193,78,36,172
8,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.8017,177,43,52,207
8,"[107, 93, 46, 0.001019749811010774, 0.2929638141970955, 0.002997574347436742, 0.15301347440248034]",107,93,46,0.00102,0.293,0.002998,0.153,0.7641,188,72,41,178
8,"[106, 71, 46, 0.01, 0.25205000315773524, 0.0010235539074996483, 0.0859256089078573]",106,71,46,0.01,0.2521,0.001024,0.0859,0.785,184,58,45,192
8,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.002998,0.153,0.7891,176,48,53,202
8,"[107, 71, 46, 0.0010160172171795624, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",107,71,46,0.001016,0.2521,0.001024,0.153,0.7453,192,85,37,165
8,"[173, 71, 46, 0.0010160172171795624, 0.25205000315773524, 0.01, 0.01]",173,71,46,0.001016,0.2521,0.01,0.01,0.6785,211,136,18,114
8,"[107, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",107,71,46,0.004414,0.2521,0.001024,0.0103,0.7662,198,81,31,169
8,"[107, 71, 42, 0.0010160172171795624, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",107,71,42,0.001016,0.2521,0.001024,0.153,0.737,185,82,44,168
8,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.001830008647912201, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.00183,0.0103,0.7704,191,72,38,178
8,"[104, 109, 47, 0.01, 0.25205000315773524, 0.0010235539074996483, 0.27487266050362774]",104,109,47,0.01,0.2521,0.001024,0.2749,0.7641,198,82,31,168
8,"[107, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",107,71,46,0.004414,0.2521,0.001024,0.0103,0.7453,197,90,32,160
8,"[173, 71, 42, 0.0010160172171795624, 0.25205000315773524, 0.001830008647912201, 0.010294092227821202]",173,71,42,0.001016,0.2521,0.00183,0.0103,0.6848,210,132,19,118
8,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7035,211,124,18,126
8,"[107, 93, 42, 0.0021291623022691745, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.002129,0.1287,0.002998,0.153,0.7161,211,118,18,132
8,"[173, 71, 42, 0.0010160172171795624, 0.25205000315773524, 0.001830008647912201, 0.010294092227821202]",173,71,42,0.001016,0.2521,0.00183,0.0103,0.785,162,36,67,214
8,"[173, 93, 46, 0.0021291623022691745, 0.1287341833369425, 0.005006819176310594, 0.010294092227821202]",173,93,46,0.002129,0.1287,0.005007,0.0103,0.5825,224,195,5,55
8,"[107, 93, 42, 0.0010160172171795624, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",107,93,42,0.001016,0.2521,0.001024,0.153,0.7724,173,53,56,197
8,"[173, 71, 42, 0.0010160172171795624, 0.1287341833369425, 0.005006819176310594, 0.15301347440248034]",173,71,42,0.001016,0.1287,0.005007,0.153,0.6367,217,162,12,88
8,"[107, 93, 42, 0.0010160172171795624, 0.25205000315773524, 0.001830008647912201, 0.010294092227821202]",107,93,42,0.001016,0.2521,0.00183,0.0103,0.785,200,74,29,176
8,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.6597,221,155,8,95
8,"[173, 71, 46, 0.01, 0.25205000315773524, 0.01, 0.01]",173,71,46,0.01,0.2521,0.01,0.01,0.4802,229,249,0,1
8,"[107, 71, 46, 0.0010160172171795624, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",107,71,46,0.001016,0.2521,0.001024,0.153,0.7745,186,65,43,185
8,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7933,147,17,82,233
8,"[104, 110, 46, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.27487266050362774]",104,110,46,0.002129,0.2342,0.007749,0.2749,0.6722,213,141,16,109
8,"[104, 71, 47, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.15301347440248034]",104,71,47,0.002129,0.2342,0.007749,0.153,0.785,185,59,44,191
8,"[173, 70, 46, 0.0010160172171795624, 0.25205000315773524, 0.01, 0.01]",173,70,46,0.001016,0.2521,0.01,0.01,0.7599,126,12,103,238
8,"[107, 93, 42, 0.0010160172171795624, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",107,93,42,0.001016,0.2521,0.001024,0.153,0.7724,166,46,63,204
8,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7641,209,93,20,157
8,"[107, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",107,71,46,0.004414,0.2521,0.001024,0.0103,0.7704,187,68,42,182
9,"[106, 93, 46, 0.001019749811010774, 0.2929638141970955, 0.0009986483254478943, 0.15301347440248034]",106,93,46,0.00102,0.293,0.000999,0.153,0.7975,178,46,51,204
9,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7745,182,61,47,189
9,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.6639,214,146,15,104
9,"[107, 71, 46, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",107,71,46,0.004414,0.2521,0.001024,0.0103,0.7975,176,44,53,206
9,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.01, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.01,0.0103,0.6054,216,176,13,74
9,"[173, 93, 42, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,42,0.002129,0.2521,0.001024,0.0103,0.7203,200,105,29,145
9,"[107, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",107,71,46,0.002129,0.2521,0.001024,0.0103,0.6555,216,152,13,98
9,"[173, 71, 46, 0.01, 0.3, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.01,0.3,0.001024,0.0103,0.7307,190,90,39,160
9,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.004456122824392061, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.004456,0.0103,0.7411,208,103,21,147
9,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.6138,215,171,14,79
9,"[107, 93, 42, 0.0001, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.0001,0.1287,0.002998,0.153,0.6827,164,87,65,163
9,"[173, 71, 45, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.01]",173,71,45,0.002129,0.2521,0.001024,0.01,0.7996,188,55,41,195
9,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.6033,219,180,10,70
9,"[107, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",107,93,46,0.002129,0.2521,0.001024,0.0103,0.6785,205,130,24,120
9,"[104, 109, 47, 0.01, 0.25205000315773524, 0.0010235539074996483, 0.27487266050362774]",104,109,47,0.01,0.2521,0.001024,0.2749,0.7349,198,96,31,154
9,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.6973,209,125,20,125
9,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.01, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.01,0.0103,0.762,200,85,29,165
9,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7474,200,92,29,158
9,"[173, 71, 46, 0.0021291623022691745, 0.28671416570848013, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2867,0.001024,0.0103,0.7891,176,48,53,202
9,"[173, 71, 42, 0.0010160172171795624, 0.25205000315773524, 0.001830008647912201, 0.010294092227821202]",173,71,42,0.001016,0.2521,0.00183,0.0103,0.785,153,27,76,223
9,"[173, 71, 45, 0.0001, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,45,0.0001,0.2521,0.001024,0.0103,0.4781,229,250,0,0
9,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7912,194,65,35,185
9,"[107, 93, 42, 0.0021291623022691745, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.002129,0.1287,0.002998,0.153,0.7307,212,112,17,138
9,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7683,199,81,30,169
9,"[104, 71, 46, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.15301347440248034]",104,71,46,0.002129,0.2342,0.007749,0.153,0.7808,192,68,37,182
9,"[173, 71, 47, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,47,0.002129,0.2521,0.001024,0.0103,0.737,208,105,21,145
9,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.8017,182,48,47,202
9,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.6827,203,126,26,124
9,"[107, 93, 42, 0.0021291623022691745, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.002129,0.1287,0.002998,0.153,0.7599,173,59,56,191
9,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.81,192,54,37,196
9,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.7954,192,61,37,189
9,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.8038,199,64,30,186
9,"[107, 71, 46, 0.0021291623022691745, 0.2342084288825935, 0.007748508663688895, 0.15301347440248034]",107,71,46,0.002129,0.2342,0.007749,0.153,0.7912,164,35,65,215
9,"[104, 71, 47, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",104,71,47,0.002129,0.2521,0.001024,0.153,0.7766,186,64,43,186
9,"[107, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.002997574347436742, 0.15301347440248034]",107,93,46,0.002129,0.2521,0.002998,0.153,0.7328,202,101,27,149
9,"[173, 93, 46, 0.001019749811010774, 0.2929638141970955, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.00102,0.293,0.001024,0.0103,0.7474,195,87,34,163
9,"[173, 71, 45, 0.004414139818276098, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,45,0.004414,0.2521,0.001024,0.0103,0.7203,207,112,22,138
9,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,71,46,0.002129,0.2521,0.001024,0.0103,0.7683,195,77,34,173
9,"[173, 93, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.2521,0.001024,0.0103,0.6973,210,126,19,124
9,"[173, 93, 46, 0.0021291623022691745, 0.14933390452838247, 0.0010235539074996483, 0.010294092227821202]",173,93,46,0.002129,0.1493,0.001024,0.0103,0.7787,182,59,47,191
9,"[107, 71, 46, 0.0010160172171795624, 0.25205000315773524, 0.0010235539074996483, 0.010294092227821202]",107,71,46,0.001016,0.2521,0.001024,0.0103,0.6994,200,115,29,135
9,"[173, 71, 46, 0.0021291623022691745, 0.25205000315773524, 0.0010235539074996483, 0.15301347440248034]",173,71,46,0.002129,0.2521,0.001024,0.153,0.7912,190,61,39,189
9,"[107, 93, 42, 0.0010160172171795624, 0.1287341833369425, 0.002997574347436742, 0.15301347440248034]",107,93,42,0.001016,0.1287,0.002998,0.153,0.7975,170,38,59,212
